,,ATFB1,Atrial fibrillation, familial,1,608583,,406216,,,Atrial fibrillation, familial,1,608583,Autosomal dominant,2,,,,,,,,,
,,PRF1, HPLH2, FLH2,Perforin,170280,PRF1,5551,ENSG00000180644,ENST00000441259;;;ENST00000441259,mistakenly assigned to chr.17,Aplastic anemia,60913Prf1,,,,,,,,,,,,
,,PRF1, HPLH2, FLH2,Perforin,170280,PRF1,5551,ENSG00000180644,ENST00000441259;;;ENST00000441259,mistakenly assigned to chr.17,Hemophagocytic lymphohistiocytosis, familial,2,603553,Autosomal recessive,3,Prf1,,,,,,,
,,PRF1, HPLH2, FLH2,Perforin,170280,PRF1,5551,ENSG00000180644,ENST00000441259;;;ENST00000441259,mistakenly assigned to chr.17,Lymphoma, non-Hodgkin605027,,3,Prf1,,,,,,,,,
,,RCM2,Cardiomyopathy, familial restrictive,2,609578,,619468,,max lod at D10S1242,Cardiomyopathy, familial restrictive,2,609578,,2,,,,,,,,,
,,ACTA2, ACTSA, AAT6, MYMY5,Actin, alpha-2, smooth muscle, aorta,102620,ACTA2,59,ENSG00000107796,ENST00000224784;;;ENST00000224784,,Aortic aneurysm, familial thoracic 6,611788,Autosomal dominant,3,Acta2,,,,
,,ACTA2, ACTSA, AAT6, MYMY5,Actin, alpha-2, smooth muscle, aorta,102620,ACTA2,59,ENSG00000107796,ENST00000224784;;;ENST00000224784,,Moyamoya disease 5,614042,,3,Acta2,,,,,
,,ACTA2, ACTSA, AAT6, MYMY5,Actin, alpha-2, smooth muscle, aorta,102620,ACTA2,59,ENSG00000107796,ENST00000224784;;;ENST00000224784,,Multisystemic smooth muscle dysfunction syndrome,613834,Autosomal dominant,3,Acta2,,,,,
,,LGI1, EPT, ETL1, ADLTE, ADPEAF,Leucine-rich gene, glioma-inactivated,1,604619,LGI1,9211,ENSG00000108231,ENST00000371418;;;ENST00000371418,,Epilepsy, familial temporal lobe,1,600512,Autosomal dominant,3,Lgi1,,,
,,SUFU, SUFUXL, SUFUH, JBTS32, BCNS2,Suppressor of fused,607035,SUFU,51684,ENSG00000107882,ENST00000369902;;;ENST00000369902,,Basal cell nevus syndrome 2,620343,,3,Sufu,,,,,,,
,,SUFU, SUFUXL, SUFUH, JBTS32, BCNS2,Suppressor of fused,607035,SUFU,51684,ENSG00000107882,ENST00000369902;;;ENST00000369902,,Joubert syndrome 32,617757,Autosomal recessive,3,Sufu,,,,,,,
,,SUFU, SUFUXL, SUFUH, JBTS32, BCNS2,Suppressor of fused,607035,SUFU,51684,ENSG00000107882,ENST00000369902;;;ENST00000369902,,{Medulloblastoma},155255,Autosomal dominant; Autosomal recessive; Somatic mutation,3,Sufu,,,,,,,
,,SUFU, SUFUXL, SUFUH, JBTS32, BCNS2,Suppressor of fused,607035,SUFU,51684,ENSG00000107882,ENST00000369902;;;ENST00000369902,,{Meningioma, familial, susceptibility to},607174,Autosomal dominant,3,Sufu,,,,,
,,ADRB1, ADRB1R, RHR, FNSS2,Adrenergic, beta-1-, receptor,109630,ADRB1,153,ENSG00000043591,ENST00000369295;;;ENST00000369295,close linkage to ADRA2R,[Resting heart rate],607276,,3,Adrb1,,,,,,
,,ADRB1, ADRB1R, RHR, FNSS2,Adrenergic, beta-1-, receptor,109630,ADRB1,153,ENSG00000043591,ENST00000369295;;;ENST00000369295,close linkage to ADRA2R,[Short sleep, familial natural, 2],618591,Autosomal dominant,3,Adrb1,,,,
,,KCNQ1, KCNA9, LQT1, KVLQT1, ATFB3, SQT2,Potassium voltage-gated channel, KQT-like subfamily, member 1,607542,KCNQ1,3784,ENSG00000053918,ENST00000155840;;;ENST00000155840,,Atrial fibrillation, familial,3,607554,Autosomal dominant,3,Kcnq1,,
,,KCNQ1, KCNA9, LQT1, KVLQT1, ATFB3, SQT2,Potassium voltage-gated channel, KQT-like subfamily, member 1,607542,KCNQ1,3784,ENSG00000053918,ENST00000155840;;;ENST00000155840,,Jervell and Lange-Nielsen syndrome,220400,Autosomal recessive,3,Kcnq1,,,,
,,KCNQ1, KCNA9, LQT1, KVLQT1, ATFB3, SQT2,Potassium voltage-gated channel, KQT-like subfamily, member 1,607542,KCNQ1,3784,ENSG00000053918,ENST00000155840;;;ENST00000155840,,Long QT syndrome 1,192500,Autosomal dominant,3,Kcnq1,,,,
,,KCNQ1, KCNA9, LQT1, KVLQT1, ATFB3, SQT2,Potassium voltage-gated channel, KQT-like subfamily, member 1,607542,KCNQ1,3784,ENSG00000053918,ENST00000155840;;;ENST00000155840,,Short QT syndrome 2,609621,Autosomal dominant,3,Kcnq1,,,,
,,KCNQ1, KCNA9, LQT1, KVLQT1, ATFB3, SQT2,Potassium voltage-gated channel, KQT-like subfamily, member 1,607542,KCNQ1,3784,ENSG00000053918,ENST00000155840;;;ENST00000155840,,{Long QT syndrome 1, acquired, susceptibility to},192500,Autosomal dominant,3,Kcnq1,,
,,PTH, FIH1,Parathyroid hormone,168450,PTH,5741,ENSG00000152266,ENST00000282091;;;ENST00000282091,~9cM distal to CALC1; distal to MYOD,Hypoparathyroidism, familial isolated 1,146200,Autosomal dominant; Autosomal recessive,3,Pth,,,,,,,,,
,,KCNJ11, BIR, PHHI, HHF2, TNDM3, MODY13, PNDM2,Potassium inwardly-rectifying channel, subfamily J, member 11,600937,KCNJ11,3767,ENSG00000187486,ENST00000339994;;;ENST00000339994,4.5kb 3' of SUR,Diabetes mellitus, transient neonatal 3,610582,Autosomal dominant,3,Kcnj11,,
,,KCNJ11, BIR, PHHI, HHF2, TNDM3, MODY13, PNDM2,Potassium inwardly-rectifying channel, subfamily J, member 11,600937,KCNJ11,3767,ENSG00000187486,ENST00000339994;;;ENST00000339994,4.5kb 3' of SUR,Diabetes, permanent neonatal 2, with or without neurologic features,618856,Autosomal dominant,3,Kcnj11,
,,KCNJ11, BIR, PHHI, HHF2, TNDM3, MODY13, PNDM2,Potassium inwardly-rectifying channel, subfamily J, member 11,600937,KCNJ11,3767,ENSG00000187486,ENST00000339994;;;ENST00000339994,4.5kb 3' of SUR,Hyperinsulinemic hypoglycemia, familial,2,601820,Autosomal dominant; Autosomal recessive,3,Kcnj11,
,,KCNJ11, BIR, PHHI, HHF2, TNDM3, MODY13, PNDM2,Potassium inwardly-rectifying channel, subfamily J, member 11,600937,KCNJ11,3767,ENSG00000187486,ENST00000339994;;;ENST00000339994,4.5kb 3' of SUR,Maturity-onset diabetes of the young, type 13,616329,Autosomal dominant,3,Kcnj11,,
,,KCNJ11, BIR, PHHI, HHF2, TNDM3, MODY13, PNDM2,Potassium inwardly-rectifying channel, subfamily J, member 11,600937,KCNJ11,3767,ENSG00000187486,ENST00000339994;;;ENST00000339994,4.5kb 3' of SUR,{Diabetes mellitus, type 2, susceptibility to},125853,Autosomal dominant,3,Kcnj11,
,,ABCC8, SUR, PHHI, SUR1, HHF1, TNDM2, PNDM3,ATP-binding cassette, subfamily C, member 8 (sulfonylurea receptor),600509,ABCC8,6833,ENSG00000006071,ENST00000389817;;;ENST00000389817,,Diabetes mellitus, noninsulin-dependent,125853,Autosomal dominant,3,Abcc8,,
,,ABCC8, SUR, PHHI, SUR1, HHF1, TNDM2, PNDM3,ATP-binding cassette, subfamily C, member 8 (sulfonylurea receptor),600509,ABCC8,6833,ENSG00000006071,ENST00000389817;;;ENST00000389817,,Diabetes mellitus, permanent neonatal 3, with or without neurologic features,618857,Autosomal dominant; Autosomal recessive,3,Abcc8,
,,ABCC8, SUR, PHHI, SUR1, HHF1, TNDM2, PNDM3,ATP-binding cassette, subfamily C, member 8 (sulfonylurea receptor),600509,ABCC8,6833,ENSG00000006071,ENST00000389817;;;ENST00000389817,,Diabetes mellitus, transient neonatal 2,610374,,3,Abcc8,,
,,ABCC8, SUR, PHHI, SUR1, HHF1, TNDM2, PNDM3,ATP-binding cassette, subfamily C, member 8 (sulfonylurea receptor),600509,ABCC8,6833,ENSG00000006071,ENST00000389817;;;ENST00000389817,,Hyperinsulinemic hypoglycemia, familial,1,256450,Autosomal dominant; Autosomal recessive,3,Abcc8,
,,ABCC8, SUR, PHHI, SUR1, HHF1, TNDM2, PNDM3,ATP-binding cassette, subfamily C, member 8 (sulfonylurea receptor),600509,ABCC8,6833,ENSG00000006071,ENST00000389817;;;ENST00000389817,,Hypoglycemia of infancy, leucine-sensitive,240800,Autosomal dominant,3,Abcc8,,
,,CANDF3, CANDN1, FCNC,Candidiasis, familial,3,607644,,338434,,between D11S1312 and D11S4191,Candidiasis, familial,3,607644,Autosomal dominant,2,,,,,,,
,,RELA, NFKB3, CMCU, AIF3BL3,RELA protooncogene, NF-kB subunit,164014,RELA,5970,ENSG00000173039,ENST00000406246;;;ENST00000406246,,Autoinflammatory disease, familial, Behcet-like-3,618287,Autosomal dominant,3,Rela,,,,,
,,GAL, GALN, GLNN, ETL8,Galanin,137035,GAL,51083,ENSG00000069482,ENST00000265643;;;ENST00000265643,mutation identified in 1 ETL8 family,?Epilepsy, familial temporal lobe,8,616461,Autosomal dominant,3,Gal,,,,,,
,,APOGCDS,Familial apolipoprotein gene cluster deletion syndrome,620058,,,,,Familial apolipoprotein gene cluster deletion syndrome,620058,Autosomal dominant,4,,,,,,,,,,,,,
,,AAT1, FAA1,Aortic aneurysm, familial thoracic 1,607086,,252842,,,Aortic aneurysm, familial thoracic 1,607086,,2,,,,,,,,,,
,,SCN4B, LQT10, ATFB17,Sodium voltage-gated channel, beta subunit 4,608256,SCN4B,6330,ENSG00000177098,ENST00000324727;;;ENST00000324727,,Atrial fibrillation, familial,17,611819,Autosomal dominant,3,Scn4b,,,,,,
,,SCN4B, LQT10, ATFB17,Sodium voltage-gated channel, beta subunit 4,608256,SCN4B,6330,ENSG00000177098,ENST00000324727;;;ENST00000324727,,Long QT syndrome 10,611819,Autosomal dominant,3,Scn4b,,,,,,,,
,,SCN2B, ATFB14,Sodium voltage-gated channel, beta subunit 1,601327,SCN2B,6327,ENSG00000149575,ENST00000278947;;;ENST00000278947,,Atrial fibrillation, familial,14,615378,Autosomal dominant,3,Scn2b,,,,,,,
,,SCN3B, SCNB3, BRGDA7, ATFB16,Sodium voltage-gated channel, beta subunit 3,608214,SCN3B,55800,ENSG00000166257,ENST00000299333;;;ENST00000299333,,Atrial fibrillation, familial,16,613120,Autosomal dominant,3,Scn3b,,,,,
,,SCN3B, SCNB3, BRGDA7, ATFB16,Sodium voltage-gated channel, beta subunit 3,608214,SCN3B,55800,ENSG00000166257,ENST00000299333;;;ENST00000299333,,Brugada syndrome 7,613120,Autosomal dominant,3,Scn3b,,,,,,,
,,ROBO3, RBIG1, RIG1, HGPPS1,Roundabout guidance receptor 3,608630,ROBO3,64221,ENSG00000154134,ENST00000397801;;;ENST00000397801,,Gaze palsy, familial horizontal, with progressive scoliosis,1,607313,Autosomal recessive,3,Robo3,,,,,
,,KCNJ5, GIRK4, KATP1, LQT13,Potassium inwardly-rectifying channel, subfamily J, member 5,600734,KCNJ5,3762,ENSG00000120457,ENST00000529694;;;ENST00000529694,Hyperaldosteronism, familial, type III,613677,Autosomal dominant,3,Kcnj5,,,,,
,,KCNJ5, GIRK4, KATP1, LQT13,Potassium inwardly-rectifying channel, subfamily J, member 5,600734,KCNJ5,3762,ENSG00000120457,ENST00000529694;;;ENST00000529694,Long QT syndrome 13,613485,Autosomal dominant,3,Kcnj5,,,,,,,
,,FGF23, ADHR, HPDR2, PHPTC, HFTC2,Fibroblast growth factor 23,605380,FGF23,8074,ENSG00000118972,ENST00000237837;;;ENST00000237837,,Hypophosphatemic rickets, autosomal dominant,193100,Autosomal dominant,3,Fgf23,,,,,,
,,FGF23, ADHR, HPDR2, PHPTC, HFTC2,Fibroblast growth factor 23,605380,FGF23,8074,ENSG00000118972,ENST00000237837;;;ENST00000237837,,Tumoral calcinosis, hyperphosphatemic, familial,2,617993,Autosomal recessive,3,Fgf23,,,,
,,KCNA5, ATFB7,Potassium voltage-gated channel, shaker-related subfamily, member 5,176267,KCNA5,3741,ENSG00000130037,ENST00000252321;;;ENST00000252321,Atrial fibrillation, familial,7,612240,Autosomal dominant,3,Kcna5,,,,,,,
,,TNFRSF1A, TNFR1, TNFAR, FPF, MS5,Tumor necrosis factor receptor superfamily, member 1A,191190,TNFRSF1A,7132,ENSG00000067182,ENST00000162749;;;ENST00000162749,,Periodic fever, familial,142680,Autosomal dominant,3,Tnfrsf1a,,,,,
,,TNFRSF1A, TNFR1, TNFAR, FPF, MS5,Tumor necrosis factor receptor superfamily, member 1A,191190,TNFRSF1A,7132,ENSG00000067182,ENST00000162749;;;ENST00000162749,,{Multiple sclerosis, susceptibility to, 5},614810,,3,Tnfrsf1a,,,,
,,MFAP5, MAGP2, AAT9,Microfibril-associated protein 5,601103,MFAP5,8076,ENSG00000197614,ENST00000359478;;;ENST00000359478,,Aortic aneurysm, familial thoracic 9,616166,Autosomal dominant,3,Mfap5,,,,,,,,
,,CLEC7A, CLECSF12, DECTIN1, CANDF4,C-type lectin domain family 7, member A,606264,CLEC7A,64581,ENSG00000172243,ENST00000304084;;;ENST00000304084,in natural killer gene complex,Candidiasis, familial,4, autosomal recessive,613108,Autosomal recessive,3,Clec7a,,,,
,,CLEC7A, CLECSF12, DECTIN1, CANDF4,C-type lectin domain family 7, member A,606264,CLEC7A,64581,ENSG00000172243,ENST00000304084;;;ENST00000304084,in natural killer gene complex,{Aspergillosis, susceptibility to},614079,,3,Clec7a,,,,,,
,,ABCC9, SUR2, CMD1O, ATFB12, CANTU, IDMYS,ATP-binding cassette, subfamily C, member 9 (sulfonylurea receptor 2),601439,ABCC9,10060,ENSG00000069431,ENST00000261200;;;ENST00000261200,mutation identified in 1 ATFB12 patient,?Atrial fibrillation, familial,12,614050,Autosomal dominant,3,Abcc9,,
,,ABCC9, SUR2, CMD1O, ATFB12, CANTU, IDMYS,ATP-binding cassette, subfamily C, member 9 (sulfonylurea receptor 2),601439,ABCC9,10060,ENSG00000069431,ENST00000261200;;;ENST00000261200,mutation identified in 1 ATFB12 patient,Cardiomyopathy, dilated, 1O,608569,Autosomal dominant,3,Abcc9,,
,,ABCC9, SUR2, CMD1O, ATFB12, CANTU, IDMYS,ATP-binding cassette, subfamily C, member 9 (sulfonylurea receptor 2),601439,ABCC9,10060,ENSG00000069431,ENST00000261200;;;ENST00000261200,mutation identified in 1 ATFB12 patient,Hypertrichotic osteochondrodysplasia (Cantu syndrome),239850,Autosomal dominant,3,Abcc9,,,,
,,ABCC9, SUR2, CMD1O, ATFB12, CANTU, IDMYS,ATP-binding cassette, subfamily C, member 9 (sulfonylurea receptor 2),601439,ABCC9,10060,ENSG00000069431,ENST00000261200;;;ENST00000261200,mutation identified in 1 ATFB12 patient,Intellectual disability and myopathy syndrome,619719,Autosomal recessive,3,Abcc9,,,,
,,BHLHE41, BHLHB3, DEC2, SHARP1, FNSS1,Basic helix-loop-helix domain-containing protein, member E41,606200,BHLHE41,79365,ENSG00000123095,ENST00000242728;;;ENST00000242728,,[Short sleep, familial natural, 1],612975,Autosomal dominant,3,Bhlhe41,,,,
,,AD5,Alzheimer disease, familial, type 5,602096,,8081,,,Alzheimer disease-5,602096,Autosomal dominant,2,,,,,,,,,,,
,,SCN8A, CIAT, DEE13, BFIS5, MYOCL2,Sodium voltage-gated channel, alpha subunit 8,600702,SCN8A,6334,ENSG00000196876,ENST00000627620;;;ENST00000627620,mutation identified in 1 MYOCL2 family,?Myoclonus, familial,2,618364,Autosomal dominant,3,Scn8a,,,,
,,SCN8A, CIAT, DEE13, BFIS5, MYOCL2,Sodium voltage-gated channel, alpha subunit 8,600702,SCN8A,6334,ENSG00000196876,ENST00000627620;;;ENST00000627620,mutation identified in 1 MYOCL2 family,Cognitive impairment with or without cerebellar ataxia,614306,Autosomal dominant,3,Scn8a,,,,,,
,,SCN8A, CIAT, DEE13, BFIS5, MYOCL2,Sodium voltage-gated channel, alpha subunit 8,600702,SCN8A,6334,ENSG00000196876,ENST00000627620;;;ENST00000627620,mutation identified in 1 MYOCL2 family,Developmental and epileptic encephalopathy 13,614558,Autosomal dominant,3,Scn8a,,,,,,
,,SCN8A, CIAT, DEE13, BFIS5, MYOCL2,Sodium voltage-gated channel, alpha subunit 8,600702,SCN8A,6334,ENSG00000196876,ENST00000627620;;;ENST00000627620,mutation identified in 1 MYOCL2 family,Seizures, benign familial infantile,5,617080,Autosomal dominant,3,Scn8a,,,,
,,ERBB3, LCCS2, FERLK, VSCN1,Transformation gene ERBB-3,190151,ERBB3,2065,ENSG00000065361,ENST00000267101;;;ENST00000267101,mutations identified in 1 LCCS2 family and 1 FERLK family,?Lethal congenital contractural syndrome 2,607598,Autosomal recessive,3,Erbb3,,,,,,,,
,,ERBB3, LCCS2, FERLK, VSCN1,Transformation gene ERBB-3,190151,ERBB3,2065,ENSG00000065361,ENST00000267101;;;ENST00000267101,mutations identified in 1 LCCS2 family and 1 FERLK family,Visceral neuropathy, familial,1, autosomal recessive,243180,Autosomal recessive,3,Erbb3,,,,,
,,ERBB3, LCCS2, FERLK, VSCN1,Transformation gene ERBB-3,190151,ERBB3,2065,ENSG00000065361,ENST00000267101;;;ENST00000267101,mutations identified in 1 LCCS2 family and 1 FERLK family,{?Erythroleukemia, familial, susceptibility to},133180,Autosomal dominant,3,Erbb3,,,,,,
,,AAA4,Aortic aneurysm, familial abdominal,4,614375,,100859927,,associated with rs1466535,Aortic aneurysm, familial abdominal,4,614375,,2,,,,,,,,,
,,TIMELESS, TIM, TIM1, FASPS4,Timeless circadian regulator,603887,TIMELESS,8914,ENSG00000111602,ENST00000553532;;;ENST00000553532,mutation identified in 1 FASPS4 family,?Advance sleep phase syndrome, familial,4,620015,Autosomal dominant,3,Timeless,,,,,,
,,ETL2, FTLE,Epilepsy, familial temporal lobe,608096,,619399,,max lod at D12S1706,Epilepsy, familial temporal lobe,2,608096,Autosomal dominant,2,,,,,,,,,
,,NR1H4, FXR, RIP14, PFIC5,Nuclear receptor subfamily 1 group H member 4,603826,NR1H4,9971,ENSG00000012504,ENST00000392986;;;ENST00000392986,,Cholestasis, progressive familial intrahepatic,5,617049,Autosomal recessive,3,Nr1h4,,,,,,
,,STUT2,Stuttering, familial persistent,2,609261,,100049543,,max lod with PAH,Stuttering, familial persistent,2,609261,,2,,,,,,,,,
,,TRPV4, VROAC, HMSN2C, CMT2C, SPSMA, SSQTL1, SMAL, BCYM3,Transient receptor potential cation channel, subfamily V, member 4 (vanilloid receptor-related osmotically activated channel),605427,TRPV4,59341,ENSG00000111199,ENST00000261740;;;ENST00000261740,mutation identified in 1 ANFH2 family,?Avascular necrosis of femoral head, primary,2,617383,Autosomal dominant,3,Trpv4
,,TRPV4, VROAC, HMSN2C, CMT2C, SPSMA, SSQTL1, SMAL, BCYM3,Transient receptor potential cation channel, subfamily V, member 4 (vanilloid receptor-related osmotically activated channel),605427,TRPV4,59341,ENSG00000111199,ENST00000261740;;;ENST00000261740,mutation identified in 1 ANFH2 family,Brachyolmia type 3,113500,Autosomal dominant,3,Trpv4,,
,,TRPV4, VROAC, HMSN2C, CMT2C, SPSMA, SSQTL1, SMAL, BCYM3,Transient receptor potential cation channel, subfamily V, member 4 (vanilloid receptor-related osmotically activated channel),605427,TRPV4,59341,ENSG00000111199,ENST00000261740;;;ENST00000261740,mutation identified in 1 ANFH2 family,Digital arthropathy-brachydactyly, familial,606835,Autosomal dominant,3,Trpv4,
,,TRPV4, VROAC, HMSN2C, CMT2C, SPSMA, SSQTL1, SMAL, BCYM3,Transient receptor potential cation channel, subfamily V, member 4 (vanilloid receptor-related osmotically activated channel),605427,TRPV4,59341,ENSG00000111199,ENST00000261740;;;ENST00000261740,mutation identified in 1 ANFH2 family,Hereditary motor and sensory neuropathy, type IIc,606071,Autosomal dominant,3,Trpv4,
,,TRPV4, VROAC, HMSN2C, CMT2C, SPSMA, SSQTL1, SMAL, BCYM3,Transient receptor potential cation channel, subfamily V, member 4 (vanilloid receptor-related osmotically activated channel),605427,TRPV4,59341,ENSG00000111199,ENST00000261740;;;ENST00000261740,mutation identified in 1 ANFH2 family,Metatropic dysplasia,156530,Autosomal dominant,3,Trpv4,,
,,TRPV4, VROAC, HMSN2C, CMT2C, SPSMA, SSQTL1, SMAL, BCYM3,Transient receptor potential cation channel, subfamily V, member 4 (vanilloid receptor-related osmotically activated channel),605427,TRPV4,59341,ENSG00000111199,ENST00000261740;;;ENST00000261740,mutation identified in 1 ANFH2 family,Neuronopathy, distal hereditary motor, type VIII,600175,Autosomal dominant,3,Trpv4
,,TRPV4, VROAC, HMSN2C, CMT2C, SPSMA, SSQTL1, SMAL, BCYM3,Transient receptor potential cation channel, subfamily V, member 4 (vanilloid receptor-related osmotically activated channel),605427,TRPV4,59341,ENSG00000111199,ENST00000261740;;;ENST00000261740,mutation identified in 1 ANFH2 family,Parastremmatic dwarfism,168400,Autosomal dominant,3,Trpv4,,
,,TRPV4, VROAC, HMSN2C, CMT2C, SPSMA, SSQTL1, SMAL, BCYM3,Transient receptor potential cation channel, subfamily V, member 4 (vanilloid receptor-related osmotically activated channel),605427,TRPV4,59341,ENSG00000111199,ENST00000261740;;;ENST00000261740,mutation identified in 1 ANFH2 family,Scapuloperoneal spinal muscular atrophy,181405,Autosomal dominant,Trpv4,,,
,,TRPV4, VROAC, HMSN2C, CMT2C, SPSMA, SSQTL1, SMAL, BCYM3,Transient receptor potential cation channel, subfamily V, member 4 (vanilloid receptor-related osmotically activated channel),605427,TRPV4,59341,ENSG00000111199,ENST00000261740;;;ENST00000261740,mutation identified in 1 ANFH2 family,SED, Maroteaux type,184095,Autosomal dominant,3,Trpv4,
,,TRPV4, VROAC, HMSN2C, CMT2C, SPSMA, SSQTL1, SMAL, BCYM3,Transient receptor potential cation channel, subfamily V, member 4 (vanilloid receptor-related osmotically activated channel),605427,TRPV4,59341,ENSG00000111199,ENST00000261740;;;ENST00000261740,mutation identified in 1 ANFH2 family,Spondylometaphyseal dysplasia, Kozlowski type,184252,Autosomal dominant,3,Trpv4,
,,TRPV4, VROAC, HMSN2C, CMT2C, SPSMA, SSQTL1, SMAL, BCYM3,Transient receptor potential cation channel, subfamily V, member 4 (vanilloid receptor-related osmotically activated channel),605427,TRPV4,59341,ENSG00000111199,ENST00000261740;;;ENST00000261740,mutation identified in 1 ANFH2 family,[Sodium serum level QTL 1],613508,,3,Trpv4,,
,,BRCA2, FANCD1, BROVCA2, GLM3, PNCA2,BRCA2 DNA repair-associated protein,600185,BRCA2,675,ENSG00000139618,ENST00000380152;;;ENST00000380152,,Fanconi anemia, complementation group D1,605724,Autosomal recessive,3,Brca2,,,,,,
,,BRCA2, FANCD1, BROVCA2, GLM3, PNCA2,BRCA2 DNA repair-associated protein,600185,BRCA2,675,ENSG00000139618,ENST00000380152;;;ENST00000380152,,Wilms tumor,194070,Autosomal dominant; Somatic mutation,3,Brca2,,,,,,,
,,BRCA2, FANCD1, BROVCA2, GLM3, PNCA2,BRCA2 DNA repair-associated protein,600185,BRCA2,675,ENSG00000139618,ENST00000380152;;;ENST00000380152,,{Breast cancer, male, susceptibility to},114480,Autosomal dominant; Somatic mutation,3,Brca2,,,,,
,,BRCA2, FANCD1, BROVCA2, GLM3, PNCA2,BRCA2 DNA repair-associated protein,600185,BRCA2,675,ENSG00000139618,ENST00000380152;;;ENST00000380152,,{Breast-ovarian cancer, familial, 2},612555,Autosomal dominant,3,Brca2,,,,,
,,BRCA2, FANCD1, BROVCA2, GLM3, PNCA2,BRCA2 DNA repair-associated protein,600185,BRCA2,675,ENSG00000139618,ENST00000380152;;;ENST00000380152,,{Glioblastoma 3},613029,Autosomal recessive,3,Brca2,,,,,,,
,,BRCA2, FANCD1, BROVCA2, GLM3, PNCA2,BRCA2 DNA repair-associated protein,600185,BRCA2,675,ENSG00000139618,ENST00000380152;;;ENST00000380152,,{Medulloblastoma},155255,Autosomal dominant; Autosomal recessive; Somatic mutation,3,Brca2,,,,,,,
